UseCode|CodeDesc|CdeRetireFlg|RecDateTime|RecUserId
4411|Proper use, Share rent 40%|0|01/09/1998|
4412|Proper use, Share rent 1/3|0|01/09/1998|
4413|Proper use, Share rent 1/4|0|01/09/1998|
4414|Proper use, cash rent over $400/ac.|0|01/09/1998|
4415|Proper use, cash rent $300-400/ac|0|01/09/1998|
4416|Proper use, cash rent $250-300/ac|0|01/09/1998|
4417|Proper use, cash rent $200-250/ac|0|01/09/1998|
4418|Proper use, cash rent under $200/ac|0|01/09/1998|
4419|Proper use, Income does not apply|0|01/09/1998|
4421|Ag use, transitional, share rent 40%|0|01/09/1998|
4422|Ag use, transitional, share rent 1/3|0|01/09/1998|
4423|Ag use, transitional, share rent 1/4|0|01/09/1998|
4424|Ag use, transitional, cash rent over $400/ac|0|01/09/1998|
4425|Ag use, transitional, cash rent $300-400/ac|0|01/09/1998|
4426|Ag use, transitional, cash rent, $250-300/ac|0|01/09/1998|
4427|Ag use, transitional, cash rent $200-250/ac|0|01/09/1998|
4428|Ag use, transitional, cash rent under $200/ac|0|01/09/1998|
4429|Ag use, transitional, Income does not apply|0|01/09/1998|
4431|Ag preserve, cont. restrict., share rent 40%|0|01/09/1998|
4432|Ag preserve, cont. restrict., share rent 1/3|0|01/09/1998|
4433|Ag preserve, cont. restrict., share rent 1/4|0|01/09/1998|
4434|Ag preserve, cont. restrict., cash rent over$400ac|0|01/09/1998|
4435|Ag preserve, cont. restrict., cash rent $300-400ac|0|01/09/1998|
4436|Ag preserve, cont. restrict., cash rent $250-300ac|0|01/09/1998|
4437|Ag preserve, cont. restrict., cash rent $200-250ac|0|01/09/1998|
4438|Ag preserve, cont. restrict., cash rent under$200a|0|01/09/1998|
4439|Ag preserve, cont. restrict, Income does not apply|0|01/09/1998|
4441|Ag preserve, Notice non-renewal, share rent 40%|0|01/09/1998|
4442|Ag preserve, Notice non-renewal, share rent 1/3|0|01/09/1998|
4443|Ag preserve, Notice non-renewal, share rent 1/4|0|01/09/1998|
4444|Ag preserve, Notice non-renewal, cash rent over $400ac|0|01/09/1998|
4445|Ag preserve, Notice non-renewal, cash rent $300-400ac|0|01/09/1998|
4446|Ag preserve, Notice non-renewal, cash rent  $250-300ac|0|01/09/1998|
4447|Ag preserve, Notice non-renewal, cash rent $200-250ac|0|01/09/1998|
4448|Ag preserve, Notice non-renewal, cash rent under$200ac|0|01/09/1998|
4449|Ag preserve, Notice non-renewal, Income doesn't apply|0|01/09/1998|
4451|Govt. owned, share rent 40%|0|01/09/1998|
4452|Govt. owned, share rent 1/3|0|01/09/1998|
4453|Govt. owned, share rent 1/4|0|01/09/1998|
4454|Govt. owned, cash rent over $400/ac|0|01/09/1998|
4455|Govt. owned, cash rent $300-400/ac|0|01/09/1998|
4456|Govt. owned, cash rent $250-300/ac|0|01/09/1998|
4457|Govt. owned, cash rent $200-250/ac|0|01/09/1998|
4458|Govt. owned, cash rent under $200/ac|0|01/09/1998|
4459|Govt. owned, Income does not apply|0|01/09/1998|
4490|No Description Available|0|03/20/1998|
4500|Field Crops|0|12/31/1997|
4511|Proper use, share rent 40%|0|01/09/1998|
4512|Proper use, share rent 1/3|0|01/09/1998|
4513|Proper use, share rent 1/4|0|01/09/1998|
4514|Proper use, cash rent over $400/ac|0|01/09/1998|
4515|Proper use, cash rent $300-400|0|01/09/1998|
4516|Proper use, cash rent $250-300|0|01/09/1998|
4517|Proper use, cash rent $200-250|0|01/09/1998|
4518|Proper use, cash rent under $200|0|01/09/1998|
4519|Proper use, Income does not apply|0|01/09/1998|
4521|Ag use, transitional, share rent 40%|0|01/09/1998|
4522|Ag use, transitional, share rent 1/3|0|01/09/1998|
4523|Ag use, transitional, share rent 1/4|0|01/09/1998|
4524|Ag use, transitional, cash rent over $400/ac|0|01/09/1998|
4525|Ag use, transitional, cash rent $300-400/ac|0|01/09/1998|
4526|Ag use, transitional, cash rent $250-300/ac|0|01/09/1998|
4527|Ag use, transitional, cash rent $200-250/ac|0|01/09/1998|
4528|Ag use, transitional, cash rent under $200/ac|0|01/09/1998|
4529|Ag use, transitional, Income does no apply|0|01/09/1998|
4530|No Description Available|0|03/20/1998|
4531|Ag preserve, cont. restrict., share rent 40%|0|01/09/1998|
4532|Ag preserve, cont. restrict., share rent 1/3|0|01/09/1998|
4533|Ag preserve, cont. restrict., share rent 1/4|0|01/09/1998|
4534|Ag preserve, cont. restrict., cash rent over $400a|0|01/09/1998|
4535|Ag preserve, cont. restrict., cash rent $300-400ac|0|01/09/1998|
4536|Ag preserve, cont. restrict., cash rent $250-300ac|0|01/09/1998|
4537|Ag preserve, cont. restrict., cash rent $200-250ac|0|01/09/1998|
4538|Ag preserve, cont. restrict., cash rent under $200|0|01/09/1998|
4539|Ag preserve, cont. restrict.,Income doesn't apply|0|01/09/1998|
4541|Ag preserve, non-renewal, share rent 40%|0|01/09/1998|
4542|Ag preserve, non-renewal, share rent 1/3|0|01/09/1998|
4543|Ag preserve, non-renewal, share rent 1/4|0|01/09/1998|
4544|Ag preserve, non-renewal, cash rent over $400a|0|01/09/1998|
4545|Ag preserve, non-renewal, cash rent $300-400ac|0|01/09/1998|
4546|Ag preserve, non-renewal, cash rent $250-300ac|0|01/09/1998|
4547|Ag preserve, non-renewal, cash rent $200-250ac|0|01/09/1998|
4548|Ag preserve, non-renewal, cash rent under $200|0|01/09/1998|
4549|Ag preserve, non-renewal, Income doesn't apply|0|01/09/1998|
4551|Govt. owned, share rent 40%|0|01/09/1998|
4552|Govt. owned, share rent 1/3|0|01/09/1998|
4553|Govt. owned, share rent 1/4|0|01/09/1998|
4554|Govt. owned, cash rent over $400/ac|0|01/09/1998|
4555|Govt. owned, cash rent $300-400/ac|0|01/09/1998|
4556|Govt. owned, cash rent $250-300/ac|0|01/09/1998|
4557|Govt. owned, cash rent $200-250/ac|0|01/09/1998|
4558|Govt. owned, cash rent under $200/ac|0|01/09/1998|
4559|Govt. owned, Income does not apply|0|01/09/1998|
4574|No Description Available|0|03/20/1998|
4590|No Description Available|0|03/20/1998|
4600|Pasture (Permanent)|0|12/31/1997|
4610|No Description Available|0||
4611|Proper use, share rent 1/3|0|01/09/1998|
4612|Proper use, share rent 1/4|0|01/09/1998|
4613|Proper use, share rent 1/5|0|01/09/1998|
4614|Proper use, cash rent over $120/ac|0|01/09/1998|
4615|Proper use, cash rent $90-120/ac|0|01/09/1998|
4616|Proper use, cash rent $60-90/ac|0|01/09/1998|
4617|Proper use, cash rent $60-120/ac ?|0|01/09/1998|
4618|Proper use, cash rent under $60/ac|0|01/09/1998|
4619|Proper use, Income does not apply|0|01/09/1998|
4621|Ag use, transitional, share rent 1/3|0|01/09/1998|
4622|Ag use, transitional, share rent 1/4|0|01/09/1998|
4623|Ag use, transitional, share rent 1/5|0|01/09/1998|
4624|Ag use, transitional, cash rent over $120/ac|0|01/09/1998|
4625|Ag use, transitional, cash rent $90-120/ac|0|01/09/1998|
4626|Ag use, transitional, cash rent $60-90/ac|0|01/09/1998|
4627|Ag use, transitional, cash rent $60-120/ac ?|0|01/09/1998|
4628|Ag use, transitional, cash rent under $60/ac|0|01/09/1998|
4629|Ag use, transitional, Income does not apply|0|01/09/1998|
4631|Ag preserve, cont. restrict., share rent 1/3|0|01/09/1998|
4632|Ag preserve, cont. restrict., share rent 1/4|0|01/09/1998|
4633|Ag preserve, cont. restrict., share rent 1/5|0|01/09/1998|
4634|Ag preserve, cont. restrict., cash rent over $120a|0|01/09/1998|
4635|Ag preserve, cont. restrict., cash rent $90-120ac|0|01/09/1998|
4636|Ag preserve, cont. restrict., cash rent $60-90ac|0|01/09/1998|
4637|Ag preserve, cont. restrict., cash rent $60-120/ac|0|01/09/1998|
4638|Ag preserve, cont. restrict., cash rent under $60a|0|01/09/1998|
4639|Ag preserve, cont. restrict., Income doesn't apply|0|01/09/1998|
4641|Ag preserve, non-renewal, share rent 1/3|0|01/09/1998|
4642|Ag preserve, non-renewal, share rent 1/4|0|01/09/1998|
4643|Ag preserve, non-renewal, share rent 1/5|0|01/09/1998|
4644|Ag preserve, non-renewal, cash rent over $120ac|0|01/09/1998|
4645|Ag preserve, non-renewal, cash rent $90-120/ac|0|01/09/1998|
4646|Ag preserve, non-renewal, cash rent $60-90/ac|0|01/09/1998|
4647|Ag preserve, non-renewal, cash rent $60-120?|0|01/09/1998|
4648|Ag preserve, non-renewal, cash rent under $60a|0|01/09/1998|
4649|Ag preserve, non-renewal, Income doesn't apply|0|01/09/1998|
4651|Govt. owned, share rent 1/3|0|01/09/1998|
4652|Govt. owned, share rent 1/4|0|01/09/1998|
4653|Govt. owned, share rent 1/5|0|01/09/1998|
4654|Govt. owned, cash rent over $120/ac|0|01/09/1998|
4655|Govt. owned, cash rent $90-120/ac|0|01/09/1998|
4656|Govt. owned, cash rent $60-90/ac|0|01/09/1998|
4657|Govt. owned, cash rent $60-120/ac ?|0|01/09/1998|
4658|Govt. owned, cash rent under $60/ac|0|01/09/1998|
4659|Govt. owned, Income does not apply|0|01/09/1998|
4690|No Description Available|0|03/20/1998|
4700|Dairies|0|12/31/1997|
4711|Proper use, 250 cows or over- lot fed|0|01/09/1998|
4712|Proper use, 200-250 cows-lot fed|0|01/09/1998|
4713|Proper use, 150-200 cows- lot fed|0|01/09/1998|
4714|Proper use, 250 cows or over- range fed|0|01/09/1998|
4715|Proper use, 200-250 cows- range fed|0|01/09/1998|
4716|Proper use, 150-200 cows- range fed|0|01/09/1998|
4717|Proper use, under 150 cows|0|01/09/1998|
4721|Ag use, transitional, 250 cows or over- lot fed|0|01/09/1998|
4722|Ag use, transitional, 200-250 cows- lot fed|0|01/09/1998|
4723|Ag use, transitional, 150-200 cows- lot fed|0|01/09/1998|
4724|Ag use, transitional, 250 cows or over-range fed|0|01/09/1998|
4725|Ag use, transitional, 200-250 cows- range fed|0|01/09/1998|
4726|Ag use, transitional, 150-200 cows- range fed|0|01/09/1998|
4727|Ag use, transitional, under 150 cows|0|01/09/1998|
4731|Ag preserve, cont. restrict., 250 plus cows-lotfed|0|01/09/1998|
4732|Ag preserve, cont. restrict, 200-250 cows-lot fed|0|01/09/1998|
4733|Ag preserve, cont restrict, 150-200 cows- lot fed|0|01/09/1998|
4734|Ag preserve, cont restrict, 250 plus cows- range|0|01/09/1998|
4735|Ag preserve, cont restrict, 200-250 cows- range|0|01/09/1998|
4736|Ag preserve, cont restrict, 150-200 cows- range|0|01/09/1998|
4737|Ag preserve, cont restrict, under 150 cows|0|01/09/1998|
4741|Ag preserve, non-renewal, 250 cows plus-lotfed|0|01/09/1998|
4742|Ag preserve, non-renewal, 200-250 cows-lotfed|0|01/09/1998|
4743|Ag preserve, non-renewal, 150-200 cows-lot fed|0|01/09/1998|
4744|Ag preserve, non-renewal, 250 cows plus-range|0|01/09/1998|
4745|Ag preserve, non-renewal, 200-250 cows-range|0|01/09/1998|
4746|Ag preserve, non-renewal, 150-200 cows- range|0|01/09/1998|
4747|Ag preserve, non-renewal, under 150  cows|0|01/09/1998|
4751|Govt. owned, 250 cows or over- lot fed|0|01/09/1998|
4752|Govt. owned, 200-250 cows- lot fed|0|01/09/1998|
4753|Govt. owned, 150-200 cows- lot fed|0|01/09/1998|
4754|Govt. owned, 250 cows or over- range fed|0|01/09/1998|
4755|Govt. owned, 200-250 cows- range fed|0|01/09/1998|
4756|Govt. owned, 150-200 cows- range fed|0|01/09/1998|
4757|Govt. owned, under 150 cows|0|01/09/1998|
4790|No Description Available|0|03/20/1998|
4791|No Description Available|0|03/20/1998|
4800|Poultry|0|12/31/1997|
4811|Proper use, Chicken-meat|0|01/09/1998|
4812|Proper use, Chicken- eggs|0|01/09/1998|
4813|Proper use, Turkeys- meat|0|01/09/1998|
4814|Proper use, Other|0|01/09/1998|
4821|Ag use, transitional, Chicken- meat|0|01/09/1998|
4822|Ag use, transitional, Chicken- eggs|0|01/09/1998|
4823|Ag use, transitional, Turkeys- meat|0|01/09/1998|
4824|Ag use, transitional, Other|0|01/09/1998|
4831|Ag Preserve, cont. restrict., Chicken-meat|0|01/09/1998|
4832|Ag preserve, cont. restrict., Chicken- eggs|0|01/09/1998|
4833|Ag preserve, cont. restrict., Turkeys-meat|0|01/09/1998|
4834|Ag preserve, cont. restrict, Other|0|01/09/1998|
4841|Ag preserve, Notice of non-renewal, chicken-meat|0|01/09/1998|
4842|Ag preserve, Notice non-renewal, chicken- eggs|0|01/09/1998|
4843|Ag preserve, Notice non-renewal, Turkeys|0|01/09/1998|
4844|Ag preserve, Notice non-renewal, Other|0|01/09/1998|
4851|Govt. owned, Chicken- meat|0|01/09/1998|
4852|Govt. owned, Chicken- eggs|0|01/09/1998|
4853|Govt. owned, Turkey|0|01/09/1998|
4854|Govt. owned, Other|0|01/09/1998|
4900|Flowers, Seed Production|0|12/31/1997|
4911|Proper use, flowers cut-field|0|01/09/1998|
4912|Proper use, flowers- seed- field|0|01/09/1998|
4913|Proper use, flowers- potted- field|0|01/09/1998|
4914|Proper use, flowers- cut-greehouse|0|01/09/1998|
4915|Proper use, flowers- seed- greenhouse|0|01/09/1998|
4916|Proper use, flowers- potted- greenhouse|0|01/09/1998|
4917|Proper use, flowers- orchids|0|01/09/1998|
4918|Proper use, other|0|01/09/1998|
4921|Ag use, transitional, flowers-cut-field|0|01/09/1998|
4922|Ag use, transitional, flowers-seed-field|0|01/09/1998|
4923|Ag use, transitional, flowers-potted-field|0|01/09/1998|
4924|Ag use, transitional, flowers-cut-greenhouse|0|01/09/1998|
4925|Ag use, transitional, flowers-seed-greenhouse|0|01/09/1998|
4926|Ag use, transitional, flowers-potted-greenhouse|0|01/09/1998|
4927|Ag use, transitional, flowers- orchids|0|01/09/1998|
4928|Ag use, transitional, other|0|01/09/1998|
4931|Ag preserve-cont restrict, flowers-cut-field|0|01/09/1998|
4932|Ag preserve-cont restrict, flowers-seed-field|0|01/09/1998|
4933|Ag preserve-cont restrict, flowers-potted-field|0|01/09/1998|
4934|Ag preserve-cont restrict, flowers-cut-greenhouse|0|01/09/1998|
4935|Ag preserve-cont restrict, flowers-seed-greehouse|0|01/09/1998|
4936|Ag preserve-cont restrict,flowers-potted-greenhous|0|01/09/1998|
4937|Ag preserve-cont restrict, flowers-orchids|0|01/09/1998|
4941|Ag preserve, non-renewal, flowers-cut-field|0|01/09/1998|
4942|Ag preserve, non-renewal, flowers-seed-field|0|01/09/1998|
4943|Ag preserve, non-renewal, flowers-potted-field|0|01/09/1998|
4944|Ag preserve, non-renewal, flowers-cut-greenhouse|0|01/09/1998|
4945|Ag preserve, non-renewal, flowers-seed-greenhouse|0|01/09/1998|
4946|Ag preserve,non-renewal,flowers-potted-greenhouse|0|01/09/1998|
4947|Ag preserve, non-renewal, flowers- Orchids|0|01/09/1998|
4948|Ag preserve, non-renewal, Other|0|01/09/1998|
4951|Govt. owned, flowers-cut-field|0|01/09/1998|
4952|Govt. owned, flowers-seed-field|0|01/09/1998|
4953|Govt. owned, flowers-potted-field|0|01/09/1998|
4954|Govt. owned, flowers-cut-greenhouse|0|01/09/1998|
4955|Govt. owned, flowers-seed-greenhouse|0|01/09/1998|
4956|Govt. owned, flowers-potted-greenhouse|0|01/09/1998|
4957|Govt. owned, flowers-Orchids|0|01/09/1998|
4958|Govt. owned, Other|0|01/09/1998|
4992|No Description Available|0|03/20/1998|
4996|No Description Available|0|03/20/1998|
4998|No Description Available|0|03/20/1998|
5000|Dry Farm|0|12/31/1997|
5039|No Description Available|0|03/20/1998|
5090|No Description Available|0|03/20/1998|
5100|Orchards|0|12/31/1997|
5111|Proper use, Avocados|0|01/09/1998|
5112|Proper use, Lemons|0|01/09/1998|
5113|Proper use, Avo/Lemons|0|01/09/1998|
5114|Proper use, Walnuts|0|01/09/1998|
5115|Proper use, Almonds|0|01/09/1998|
5116|Proper use, limes|0|01/09/1998|
5117|Proper use, Oranges|0|01/09/1998|
5118|Proper use, Other|0|01/09/1998|
5121|Ag use, transitional, avocados|0|01/09/1998|
5122|Ag use, transitional, Lemons|0|01/09/1998|
5123|Ag use, transitional, Avo/Lemons|0|01/09/1998|
5124|Ag use, transitional, Walnuts|0|01/09/1998|
5125|Ag use, transitional, Almonds|0|01/09/1998|
5126|Ag use, transitional, Limes|0|01/09/1998|
5127|Ag use, transitional, Oranges|0|01/09/1998|
5128|Ag use, transitional, Other|0|01/09/1998|
5129|No Description Available|0||
5131|Ag preserve, cont restrict, Avocados|0|01/09/1998|
5132|Ag preserve, cont restrict, Lemons|0|01/09/1998|
5133|Ag preserve, cont restrict, Avo/Lemons|0|01/09/1998|
5134|Ag preserve, cont restrict, Walnuts|0|01/09/1998|
5135|Ag preserve, cont restrict, Almonds|0|01/09/1998|
5136|Ag preserve, cont restrict, Limes|0|01/09/1998|
5137|Ag preserve, cont restrict, Oranges|0|01/09/1998|
5138|Ag preserve, cont restrict, other|0|01/09/1998|
5141|Ag preserve, non-renewal, Avocados|0|01/09/1998|
5142|Ag preserve, non-renewal, Lemons|0|01/09/1998|
5143|Ag preserve, non-renewal, Avo/Lemons|0|01/09/1998|
5144|Ag preserve, non-renewal, Walnuts|0|01/09/1998|
5145|Ag preserve, non-renewal, Almonds|0|01/09/1998|
5146|Ag preserve, non-renewal, Limes|0|01/09/1998|
5147|Ag preserve, non-renewal, Oranges|0|01/09/1998|
5148|Ag preserve, nont-renewal, Other|0|01/09/1998|
5151|Govt. owned, Avocados|0|01/09/1998|
5152|Govt. owned, Lemons|0|01/09/1998|
5153|Govt. owned, Avo/Lemons|0|01/09/1998|
5154|Govt. owned, Walnuts|0|01/09/1998|
5155|Govt. owned, Almonds|0|01/09/1998|
5156|Govt. owned, Limes|0|01/09/1998|
5157|Govt. owned, Oranges|0|01/09/1998|
5158|Govt. owned., Other|0|01/09/1998|
5190|No Description Available|0|03/20/1998|
5191|No Description Available|0|03/20/1998|
5192|No Description Available|0|03/20/1998|
5197|No Description Available|0|03/20/1998|
5200|Vineyards|0|12/31/1997|
5211|Proper use, Table grapes- red|0|01/09/1998|
5212|Proper use, Table grapes- white|0|01/09/1998|
5213|Proper use, Wine grapes- red|0|01/09/1998|
5214|Proper use, Wine grapes- white|0|01/09/1998|
5215|Proper use, Varietal|0|01/09/1998|
5216|Proper use, Other|0|01/09/1998|
5221|Ag use, transitional, Table grapes- red|0|01/09/1998|
5222|Ag use, transitional, Table grapes- white|0|01/09/1998|
5223|Ag use, transitional, Wine grapes- red|0|01/09/1998|
5224|Ag use, transitional, Wine grapes- white|0|01/09/1998|
5225|AG use, transitional, Varietal|0|01/09/1998|
5226|Ag use, transitional, Other|0|01/09/1998|
5231|Ag preserve, cont restrict., Table grapes- red|0|01/09/1998|
5232|Ag preserve, cont. restrict., Table grapes- white|0|01/09/1998|
5233|Ag preserve, cont. restrict., Wine grapes- red|0|01/09/1998|
5234|Ag preserve, cont. restrict., Wine grapes- white|0|01/09/1998|
5235|Ag preserve, cont. restrict., Varietal|0|01/09/1998|
5236|Ag preserve, cont. restrict., Other|0|01/09/1998|
5237|No Description Available|0|03/20/1998|
5241|Ag preserve, non-renewal, Table grapes- red|0|01/09/1998|
5242|Ag preserve, non-renewal, Table grapes- white|0|01/09/1998|
5243|Ag preserve, non-renewal, Wine grapes- red|0|01/09/1998|
5244|Ag preserve, non-renewal, Wine grapes- white|0|01/09/1998|
5245|Ag preserve, non-renewal, Varietal|0|01/09/1998|
5246|Ag preserve, non-renewal, Other|0|01/09/1998|
5251|Govt. owned, Table grapes- red|0|01/09/1998|
5252|Govt. owned, Table grapes- white|0|01/09/1998|
5253|Govt. owned, Wine grapes- red|0|01/09/1998|
5254|Govt. owned, Wine grapes- white|0|01/09/1998|
5255|Govt. owned, Varietal|0|01/09/1998|
5256|Govt. owned, Other|0|01/09/1998|
5281|No Description Available|0||
5300|Field Crops, Dry|0|12/31/1997|
5311|Proper use, Share crop 1/3|0|01/09/1998|
5312|Proper use, Share crop 1/4|0|01/09/1998|
5313|Proper use, Share crop 1/5|0|01/09/1998|
5314|Proper use, Cash rent over $150/ac|0|01/09/1998|
5315|Proper use, Cash rent $90-150/ac|0|01/09/1998|
5316|Proper use, Cash rent $45-90/ac|0|01/09/1998|
5317|Proper use, Cash rent under $45/ac|0|01/09/1998|
5319|Proper use, Income does not apply|0|01/09/1998|
5321|Ag use, transitional, share crop 1/3|0|01/09/1998|
5322|Ag use, transitional, share crop 1/4|0|01/09/1998|
5323|Ag use, transitional, share crop 1/5|0|01/09/1998|
5324|Ag use, transitional, cash rent over $150/ac|0|01/09/1998|
5325|Ag use, transitional, cash rent $90-150/ac|0|01/09/1998|
5326|Ag use, transitional, cash rent $45-90/ac|0|01/09/1998|
5327|Ag use, transitional, cash rent under $45/ac|0|01/09/1998|
5329|Ag use, transitional, Income does not apply|0|01/09/1998|
5331|Ag preserve, cont restrict, share crop 1/3|0|01/09/1998|
5332|Ag preserve, cont restrict, share crop 1/4|0|01/09/1998|
5333|Ag preserve, cont restrict, share crop 1/5|0|01/09/1998|
5334|Ag preserve, cont restrict, cash rent over $150/ac|0|01/09/1998|
5335|Ag preserve, cont. restrict, cash rent $90-150/ac|0|01/09/1998|
5336|Ag preserve, cont restrict, cash rent $45-90/ac|0|01/09/1998|
5337|Ag preserve, cont restrict, cash rent under $45/ac|0|01/09/1998|
5338|No Description Available|0|03/20/1998|
5339|Ag preserve, cont restrict, Income does not apply|0|01/09/1998|
5340|No Description Available|0||
5341|Ag preserve, non-renewal, share crop 1/3|0|01/09/1998|
5342|Ag preserve, non-renewal, share crop 1/4|0|01/09/1998|
5343|Ag preserve, non-renewal, share crop 1/5|0|01/09/1998|
5344|Ag preserve, non-renwal, cash rent over $150/ac|0|01/09/1998|
5345|Ag preserve, non-renewal, cash rent $90-150/ac|0|01/09/1998|
5346|Ag preserve, non-renewal, cash rent $45-90/ac|0|01/09/1998|
5347|Ag preserve, non-renewal, cash rent under $45/ac|0|01/09/1998|
5349|Ag preserve, non-renewal, Income does not apply|0|01/09/1998|
5351|Govt. owned, share crop 1/3|0|01/09/1998|
5352|Govt. owned, share crop 1/4|0|01/09/1998|
5353|Govt. owned, share crop 1/5|0|01/09/1998|
5354|Govt. owned, cash rent over $150/ac|0|01/09/1998|
5355|Govt. owned, cash rent $90-150|0|01/09/1998|
5356|Govt. owned, cash rent $45-90/ac|0|01/09/1998|
5357|Govt. owned, cash rent under $45/ac|0|01/09/1998|
5359|Govt. owned, Income does not apply|0|01/09/1998|
5400|Pasture or Graze, Dry|0|12/31/1997|
5411|Proper use, Cash rent Equivalent|0|01/09/1998|
5412|Proper use, Cash rent Equivalent $10-15, good|0|01/09/1998|
5413|Proper use, Cash rent Equivalent $6-10- average|0|01/09/1998|
5414|Proper use, Cash rent Equivalent $2-6- fair|0|01/09/1998|
5415|Proper use, Cash rent Equivalent $1-2- watershed|0|01/09/1998|
5416|Proper use, Waste|0|01/09/1998|
5417|No Description Available|0|03/20/1998|
5421|Ag use, transitional, Cash rent equivalent|0|01/09/1998|
5422|Ag use, transitional, Cash rent Equivalent $10-15 - good|0|01/09/1998|
5423|Ag use, transitional, Cash rent Equivalent $6-10- average|0|01/09/1998|
5424|Ag use, transitional, Cash rent Equivalent $2-6- fair|0|01/09/1998|
5425|Ag use, transitional, Cash rent Equivalent $1-2- watershed|0|01/09/1998|
5426|Ag use, transitional, Waste|0|01/09/1998|
5427|No Description Available|0||
5428|No Description Available|0||
5431|Ag preserve, cont. restrict., Cash rent equivalent|0|01/09/1998|
5432|Ag preserve, cont. restrict., Cash rent Equivalent $10-15- good|0|01/09/1998|
5433|Ag preserve, cont. restrict, Cash rent Equivalent $6-10- average|0|01/09/1998|
5434|Ag preserve, cont. restrict, Cash rent Equivalent $2-6 - fair|0|01/09/1998|
5435|Ag preserve, cont restrict, Cash rent Equivalent $1-2- watershed|0|01/09/1998|
5436|Ag preserve, cont. restrict. Waste|0|01/09/1998|
5437|No Description Available|0|03/20/1998|
5438|No Description Available|0|03/20/1998|
5441|Ag preserve, non-renewal, Cash rent equivalent|0|01/09/1998|
5442|Ag preserve, non-renewal, Cash rent Equivalent $10-15- good|0|01/09/1998|
5443|Ag preserve, non-renewal, Cash rent Equivalent $6-10- average|0|01/09/1998|
5444|Ag preserve, non-renewal, Cash rent Equivalent $2-6- fair|0|01/09/1998|
5445|Ag preserve, non-renewal, Cash rent Equivalent $1-2- watershed|0|01/09/1998|
5446|Ag preserve, non-renewal, waste|0|01/09/1998|
5447|No Description Available|0|03/20/1998|
5448|No Description Available|0|03/20/1998|
5450|No Description Available|0|03/20/1998|
5451|Govt. owned, Cash Rent Equivalent|0|01/09/1998|
5452|Govt. owned. Cash rent Equivalent $10-15- good|0|01/09/1998|
5453|Govt. owned. Cash rent Equivalent $6-10- average|0|01/09/1998|
5454|Govt. owned. Cash rent Equivalent $2-6- fair|0|01/09/1998|
5455|Govt. owned. Cash rent Equivalent $1-2- watershed|0|01/09/1998|
5456|Govt. owned.  Waste|0|01/09/1998|
5457|No Description Available|0||
5490|No Description Available|0|03/20/1998|
5500|Feed Lots|0|12/31/1997|
5511|Proper use- commercial feed lot|0|01/09/1998|
5512|Proper use- non-commercial feed lot|0|01/09/1998|
5513|Proper use- sales yard|0|01/09/1998|
5521|Ag use, transitional- commercial feed lot|0|01/09/1998|
5522|Ag use, transitional- non-commercial feed lot|0|01/09/1998|
5523|Ag use, transitional- sales yard|0|01/09/1998|
5531|Ag pre, cont. restrict., - commercial feed lot|0|01/09/1998|
5532|Ag pre. cont. restrict., -non-commercial feed lot|0|01/09/1998|
5533|Ag pre. cont. restrict., - sales yard|0|01/09/1998|
5541|Ag pre. non-renewal, - commercial feed lot|0|01/09/1998|
5542|Ag pre. non-renewal, - non-commercial feed lot|0|01/09/1998|
5543|Ag pre. non-renewal, - sales yard|0|01/09/1998|
5551|Govt. owned- commercial feed lot|0|01/09/1998|
5552|Govt. owned- non-commercial feed lot|0|01/09/1998|
5553|Govt. owned- sales yard|0|01/09/1998|
5600|Horses|0|12/31/1997|
5611|Proper use, Race|0|01/09/1998|
5612|Proper use, Show|0|01/09/1998|
5613|Proper use, boarding|0|01/09/1998|
5614|Proper use, Riding Stables|0|01/09/1998|
5615|Proper use, Other|0|01/09/1998|
5616|No Description Available|0|07/03/1999|
5621|Ag use, transitional, Race|0|01/09/1998|
5622|Ag use, transitional, Show|0|01/09/1998|
5623|Ag use, transitional, Boarding|0|01/09/1998|
5624|Ag use, transitional, Riding Stables|0|01/09/1998|
5625|Ag use, transitional, Other|0|01/09/1998|
5631|Ag pre, cont. restrict., Race|0|01/09/1998|
5632|Ag pre, cont. restrict., Show|0|01/09/1998|
5633|Ag pre. cont. restrict., Boarding|0|01/09/1998|
5634|Ag pre. cont. restrict., Riding Stables|0|01/09/1998|
5635|Ag pre., cont. restrict., Other|0|01/09/1998|
5641|Ag pre., non-renewal, Race|0|01/09/1998|
5642|Ag pre., non-renewal, Show|0|01/09/1998|
5643|Ag pre., non-renewal, boarding|0|01/09/1998|
5644|Ag pre., non-renewal, Riding Stables|0|01/09/1998|
5645|Ag pre., non-renewal, Other|0|01/09/1998|
5691|No Description Available|0||
5693|No Description Available|0|03/20/1998|
5694|No Description Available|0|03/20/1998|
5700|Tree Farms|0|12/31/1997|
5711|Proper use, Christmas|0|01/12/1998|
5712|Proper use, Ornamental|0|01/12/1998|
5713|Proper use, Other|0|01/12/1998|
5718|No Description Available|0|03/20/1998|
5721|Ag use, transitional, Christmas|0|01/12/1998|
5722|Ag use, transitional, Ornamental|0|01/12/1998|
5723|Ag use, transitional, Other|0|01/12/1998|
5731|Ag preserve, contract. restrict., Christmas|0|01/12/1998|
5732|Ag preserve, contract. restrict., Ornamental|0|01/12/1998|
5733|Ag preserve, contract. restrict., Other|0|01/12/1998|
